student_id,name,gender,age,grade_level,math_score,reading_score,writing_score,attendance_rate,parent_education,study_hours,internet_access,lunch_type,extra_activities,final_result
S133,Student_133,Male,17,10,60,83,55,89.6804114501881,Bachelor's,4.58222296349554,No,Free or reduced,Yes,Fail
S134,Student_134,Female,15,11,65,91,94,90.2819088510252,High School,4.86648888358443,No,Free or reduced,Yes,Pass
S135,Student_135,Other,16,10,80,65,84,86.1693656297897,Master's,2.77375641134418,No,Standard,No,Fail
S136,Student_136,Other,15,10,55,87,88,91.4608440123803,Master's,2.28398818256359,Yes,Free or reduced,No,Pass
S137,Student_137,Female,15,12,68,51,71,86.5042239255242,PhD,3.10437605300617,Yes,Standard,No,Fail
S138,Student_138,Other,15,10,86,51,90,80.7853882848331,Master's,3.75107682546294,No,Free or reduced,No,Pass
S139,Student_139,Other,15,9,53,75,54,85.4399721068871,Bachelor's,2.09389806149992,Yes,Free or reduced,No,Pass
S140,Student_140,Male,17,10,96,62,91,80.1275808681318,High School,3.94589269847629,No,Free or reduced,Yes,Pass
S141,Student_141,Other,17,12,53,96,72,99.5670957411371,Master's,1.20662942845856,Yes,Free or reduced,Yes,Fail
S142,Student_142,Other,15,10,69,80,66,99.314944196395,PhD,1.19717797105767,Yes,Free or reduced,Yes,Fail
S143,Student_143,Female,16,9,59,83,61,87.9031059494461,High School,2.54515082058218,No,Standard,Yes,Pass
S144,Student_144,Female,16,9,73,88,72,94.5674170867929,Master's,2.41389276824288,No,Free or reduced,Yes,Pass
S145,Student_145,Male,16,9,84,52,65,86.9161219682085,PhD,2.26253286146861,No,Standard,No,Fail
S146,Student_146,Other,16,12,75,57,52,93.4218631417195,Master's,2.96407905067564,Yes,Standard,Yes,Fail
S147,Student_147,Other,15,12,86,72,79,96.1086008609196,High School,2.28293432924628,No,Free or reduced,Yes,Pass
S148,Student_148,Other,17,11,87,63,71,98.9351248938448,High School,1.76903167387237,Yes,Standard,No,Fail
S149,Student_149,Male,16,12,70,76,58,88.0042455169934,High School,2.2378781963544,Yes,Free or reduced,No,Fail
S150,Student_150,Male,15,9,89,78,78,95.665959659121,Bachelor's,4.89961709124094,No,Standard,Yes,Fail
S151,Student_151,Female,16,9,88,88,96,85.3185690126424,Master's,2.64445366797939,Yes,Standard,Yes,Pass
S152,Student_152,Male,16,12,70,88,86,99.806646075873,Bachelor's,2.77885110743334,No,Free or reduced,No,Pass
S153,Student_153,Other,15,10,59,50,72,80.515391975287,High School,3.30617995980456,Yes,Free or reduced,Yes,Fail
S154,Student_154,Other,17,12,87,66,62,92.0705761300224,PhD,4.93336307365691,No,Free or reduced,Yes,Pass
S155,Student_155,Male,17,12,95,90,81,93.1901196330265,Master's,1.96640510574305,Yes,Free or reduced,Yes,Fail
S156,Student_156,Other,15,9,53,79,,93.7609111414826,Bachelor's,3.72512844212974,Yes,Standard,No,Fail
S157,Student_157,Other,17,11,94,,96,82.4077515757818,Master's,3.8639387741669,No,Free or reduced,Yes,Pass
S158,Student_158,Male,15,9,,70,97,98.7705956694626,PhD,3.42929766717226,Yes,Standard,Yes,Pass
S159,Student_159,Male,15,11,66,68,72,83.6236655810017,Bachelor's,1.35431335854658,No,Standard,No,Pass
S160,Student_160,Other,15,9,56,68,94,92.4550680647968,High School,3.70748910331031,Yes,Standard,No,Fail
S161,Student_161,Other,17,12,53,74,66,84.4535215824617,Bachelor's,1.2563788441447,Yes,Standard,No,Fail
S162,Student_162,Other,15,9,78,71,89,86.1443283404254,Master's,3.38457059819959,Yes,Standard,Yes,Pass
S163,Student_163,Female,16,9,63,80,70,90.9291708345625,Master's,3.95832470888697,No,Standard,No,Pass
S164,Student_164,Female,17,9,52,66,51,88.3438683712915,Master's,1.8438795624798,No,Free or reduced,Yes,Pass
S165,Student_165,Female,17,12,73,72,86,83.2045120195301,Master's,4.3664880301711,No,Standard,No,Fail
S166,Student_166,Male,17,12,86,81,55,83.418728048417,High School,1.12141522213202,No,Standard,Yes,Fail
S167,Student_167,Female,17,12,65,59,93,88.362895763256,Bachelor's,4.37525145463322,No,Standard,No,Fail
S168,Student_168,Male,16,12,53,59,67,95.14565956551,High School,2.84131620257106,Yes,Free or reduced,Yes,Pass
S169,Student_169,Male,17,11,73,85,79,97.9592929369558,High School,1.87035175972658,Yes,Free or reduced,Yes,Pass
S170,Student_170,Female,17,11,83,57,71,81.6825532451877,High School,1.53511257997587,No,Standard,No,Fail
S171,Student_171,Female,15,10,79,69,82,87.862078151188,Master's,4.81322867032949,Yes,Free or reduced,No,Pass
S172,Student_172,Female,17,12,67,81,79,82.0049112744575,Master's,1.29066235032463,Yes,Standard,Yes,Pass
S173,Student_173,Other,16,11,68,99,66,80.331849612652,Master's,1.7963736797437,Yes,Free or reduced,No,Pass
S174,Student_174,Female,16,9,80,63,92,93.2343736528791,Bachelor's,2.39128938973218,Yes,Standard,Yes,Pass
S175,Student_175,Other,16,12,68,99,81,92.0489888393318,PhD,3.48093939584448,No,Free or reduced,No,Fail
S176,Student_176,Male,16,10,98,77,91,83.2603822762977,Master's,3.17920434110439,Yes,Free or reduced,No,Pass
S177,Student_177,Other,17,10,95,95,63,84.6762566618613,Bachelor's,1.50257396964926,No,Free or reduced,Yes,Fail
S178,Student_178,Female,17,10,68,73,59,80.4741550728904,Master's,2.15891193495286,No,Standard,No,Fail
S179,Student_179,Male,16,9,71,64,96,96.6989441138881,Master's,1.9550070843441,Yes,Standard,No,Pass
S180,Student_180,Male,16,11,73,71,85,99.493811920971,High School,1.85417141796137,No,Standard,Yes,Fail
S181,Student_181,Male,17,9,94,79,83,82.7091907358938,High School,2.64457734591995,Yes,Free or reduced,Yes,Fail
S182,Student_182,Other,16,12,61,53,58,84.629504275306,High School,3.81612581036663,Yes,Free or reduced,No,Pass
S183,Student_183,Female,15,10,79,62,91,97.3681904789387,Bachelor's,1.86981172886894,Yes,Standard,Yes,Fail
S184,Student_184,Male,16,9,87,72,77,98.5292759591237,PhD,2.46671551881193,No,Free or reduced,No,Fail
S185,Student_185,Male,16,9,80,57,60,88.3925476561362,PhD,2.56366970736465,No,Standard,No,Fail
S186,Student_186,Male,15,11,85,67,63,81.0124494453815,Bachelor's,4.90582611774164,No,Standard,Yes,Fail
S187,Student_187,Other,15,11,68,61,88,80.7878366738564,Master's,4.81866542751628,Yes,Standard,Yes,Fail
S188,Student_188,Other,17,10,97,80,96,120,Bachelor's,4.2005503310083,Yes,Standard,Yes,Fail
S189,Student_189,Female,17,9,94,63,68,87.8579021778636,Master's,1.96663568327674,Yes,Free or reduced,Yes,Fail
S190,Student_190,Other,15,9,85,83,64,80.5730485515531,Bachelor's,1.27214925636668,No,Free or reduced,Yes,Fail
S191,Student_191,Male,15,11,79,67,77,91.6650478462511,Bachelor's,14,Yes,Free or reduced,Yes,Pass
S192,Student_192,Female,17,9,98,83,73,80.2260507317805,Bachelor's,2.06717819773532,Yes,Standard,No,Pass
S193,Student_193,Male,16,9,82,60,57,95.7474391629855,PhD,3.02370320058558,No,Free or reduced,No,Pass
S194,Student_194,Male,15,9,67,90,92,86.1286564540674,High School,4.11091164027117,No,Standard,Yes,Fail
S195,Student_195,Other,17,11,98,61,58,80.8051600601847,Bachelor's,4.43329175551543,No,Standard,No,Fail
S196,Student_196,Female,16,10,77,98,96,91.7670444196631,PhD,4.37945634164203,Yes,Standard,No,Fail
S197,Student_197,Other,15,12,96,64,82,87.9536882886611,High School,2.43870224489227,Yes,Standard,No,Pass
S198,Student_198,Other,16,10,60,80,82,99.476008267143,High School,3.74893737384273,Yes,Standard,No,Pass
S199,Student_199,Female,17,12,94,98,68,90.883973250074,Bachelor's,2.25133679009688,No,Standard,Yes,Pass
S200,Student_200,Male,15,9,82,78,52,85.5047836207402,Master's,1.24362217294073,No,Free or reduced,No,Fail
S201,Student_201,Male,16,10,66,75,59,94.1887772926795,Master's,3.80626106241177,No,Free or reduced,No,Pass
S202,Student_202,Female,15,12,55,67,89,85.4298400508542,Master's,1.03931021027915,No,Free or reduced,Yes,Pass
S203,Student_203,Male,16,11,53,81,96,98.0848658281513,Bachelor's,2.63673034983395,Yes,Free or reduced,Yes,Fail
S204,Student_204,Female,17,11,69,71,91,87.4944394101475,Master's,2.3175170772083,Yes,Standard,Yes,Pass
S205,Student_205,Female,17,10,,87,50,90.9973712555241,PhD,3.77351015407541,Yes,Standard,Yes,Fail
S206,Student_206,Other,15,10,96,,78,81.0114620764846,PhD,4.06498189104152,Yes,Free or reduced,No,Pass
S207,Student_207,Female,16,9,76,72,,88.5224247590446,PhD,2.21637854388514,Yes,Free or reduced,Yes,Fail
S208,Student_208,Other,15,10,64,73,83,96.6472707932199,PhD,4.24650805777941,Yes,Free or reduced,No,Fail
S209,Student_209,Male,15,9,55,99,62,96.1129761072668,High School,2.17566704201973,Yes,Free or reduced,No,Fail
S210,Student_210,Male,16,9,96,57,50,84.4863711770705,PhD,2.78530543994624,Yes,Free or reduced,Yes,Fail
S211,Student_211,Male,16,11,63,90,83,84.5215814202112,Master's,3.90807410805654,No,Free or reduced,Yes,Fail
S212,Student_212,Male,16,11,60,55,78,96.3461062442647,Bachelor's,3.77168091689915,No,Free or reduced,Yes,Pass
S213,Student_213,Other,17,12,88,54,97,98.6079684033865,Master's,4.9494738892488,Yes,Free or reduced,Yes,Fail
S214,Student_214,Male,15,11,58,93,96,81.9072184254601,PhD,1.90064409686373,No,Standard,Yes,Fail
S215,Student_215,Female,15,11,75,78,62,89.0011727885245,High School,3.64927165415833,Yes,Standard,Yes,Fail
S216,Student_216,Female,17,10,65,77,97,86.7490855792846,PhD,3.43872763310311,Yes,Standard,No,Fail
S217,Student_217,Female,16,11,54,60,98,97.4137691091488,Bachelor's,4.66039381796012,No,Standard,No,Pass
S218,Student_218,Other,17,12,59,50,78,81.6704982936004,Master's,1.6254485665795,Yes,Free or reduced,No,Fail
S219,Student_219,Male,17,10,99,92,88,84.2225188511607,Bachelor's,4.00719265434773,Yes,Standard,No,Pass
S220,Student_220,Male,17,12,52,68,73,95.0493667517299,Bachelor's,3.27307446507507,Yes,Free or reduced,Yes,Fail
S221,Student_221,Male,15,11,62,58,75,81.0258769796243,Bachelor's,2.09866347915162,Yes,Standard,Yes,Fail
S222,Student_222,Other,17,12,92,76,66,89.8507076142858,Master's,2.8977396565887,Yes,Free or reduced,No,Pass
S223,Student_223,Female,15,10,98,83,56,88.8421406935944,PhD,2.33510638827919,Yes,Free or reduced,No,Pass
S224,Student_224,Female,15,9,79,93,62,86.688023579775,Bachelor's,3.31725361115384,Yes,Standard,No,Pass
S225,Student_225,Male,15,12,94,53,54,87.8914463063785,Master's,4.55600244325866,No,Standard,Yes,Fail
S226,Student_226,Female,16,12,55,85,75,90.5988117386047,High School,3.27721993764881,No,Free or reduced,Yes,Pass
S227,Student_227,Female,15,10,66,67,98,83.2273471677677,Master's,3.52688967330634,Yes,Free or reduced,Yes,Fail
S228,Student_228,Other,15,10,94,64,52,91.4399175656719,High School,3.07499138845884,No,Free or reduced,No,Pass
S229,Student_229,Other,16,12,68,62,56,96.1086465859997,Master's,1.2046620257819,Yes,Standard,No,Pass
S230,Student_230,Other,15,11,91,68,98,95.2032185958032,PhD,1.93143422750438,Yes,Standard,Yes,Fail
S231,Student_231,Other,17,12,84,98,88,83.0779980938755,Bachelor's,2.96800691772833,Yes,Free or reduced,Yes,Pass
S232,Student_232,Male,17,10,95,55,50,82.9849893948295,PhD,2.24094113497882,Yes,Standard,No,Pass
S233,Student_233,Other,15,9,75,97,98,85.3634873548983,Master's,1.72705439104478,No,Free or reduced,No,Fail
S234,Student_234,Female,16,9,54,61,66,87.2214945268208,Bachelor's,3.01653136767375,No,Standard,Yes,Fail
S235,Student_235,Male,17,11,78,86,92,88.1691116281696,High School,2.2912391737914,No,Standard,No,Fail
S236,Student_236,Female,16,12,86,66,74,93.5939443366669,Master's,2.03243057269366,No,Standard,Yes,Pass
S237,Student_237,Female,16,9,69,72,52,81.1336086433167,Bachelor's,2.85594166976152,Yes,Standard,Yes,Pass
S238,Student_238,Female,17,12,98,75,64,80.6934540845213,High School,1.53313703232869,No,Standard,No,Pass
S239,Student_239,Other,16,10,70,78,78,87.8382112588782,High School,4.71098293230163,Yes,Free or reduced,No,Pass
S240,Student_240,Other,17,9,59,82,92,93.9432738427596,PhD,4.47080839167696,Yes,Free or reduced,No,Pass
S241,Student_241,Male,16,11,54,76,81,83.8687068591296,Master's,3.83048234296214,No,Standard,Yes,Fail
S242,Student_242,Male,17,10,85,74,75,92.830089625125,High School,1.42485531035382,Yes,Free or reduced,No,Pass
S243,Student_243,Other,15,11,55,59,65,85.196562758806,Bachelor's,4.10350901787877,No,Free or reduced,No,Fail
